上线机场,下线机场,出发日期,出发时刻,出发类型,出发航班,到达日期,到达时刻,到达类型,到达航班,区域,机体类别,登机口,终端厅,飞机型号,飞机转场记录号,精确到达时间,精确出发时间
ITO,UTO,2018/1/20,13:55:00,D,NV6540,2018/1/19,20:10:00,D,NV6317,South,W,T23,T,319,PK145,2018/1/19 20:10,2018/1/20 13:55
YNO,TXB,2018/1/19,21:05:00,D,GN0300,2018/1/19,20:10:00,D,GN0261,South,W,T23,T,73H,PK143,2018/1/19 20:10,2018/1/19 21:05
TIF,OOH,2018/1/19,21:00:00,D,GN0494,2018/1/19,20:05:00,D,GN0205,South,W,T23,T,73A,PK141,2018/1/19 20:05,2018/1/19 21:00
DUV,DUV,2018/1/19,21:30:00,D,NV6528,2018/1/19,20:00:00,D,NV6527,South,W,T23,T,320,PK139,2018/1/19 20:00,2018/1/19 21:30
UZO,UZO,2018/1/19,21:00:00,D,NV6325,2018/1/19,20:00:00,D,NV6324,South,W,T23,T,73H,PK138,2018/1/19 20:00,2018/1/19 21:00
EMD,EBU,2018/1/20,8:15:00,D,NV6358,2018/1/19,19:50:00,D,NV6753,South,W,T23,T,319,PK136,2018/1/19 19:50,2018/1/20 8:15
AIB,TIF,2018/1/19,21:25:00,D,NV6714,2018/1/19,19:15:00,D,NV6714,South,W,T23,T,320,PK128,2018/1/19 19:15,2018/1/19 21:25
DHR,LXM,2018/1/19,21:10:00,D,GN0287,2018/1/19,18:55:00,D,GN0287,South,W,T23,T,738,PK123,2018/1/19 18:55,2018/1/19 21:10
XFI,DBO,2018/1/19,21:20:00,D,GN0428,2018/1/19,18:50:00,D,GN0465,South,W,T23,T,738,PK121,2018/1/19 18:50,2018/1/19 21:20
IAI,***,2018/1/19,19:30:00,D,*****,2018/1/19,18:40:00,D,NV6703,South,W,T23,T,319,PK119,2018/1/19 18:40,2018/1/19 19:30
EMD,EMD,2018/1/20,7:45:00,D,NV6738,2018/1/19,18:35:00,D,NV6779,South,W,T23,T,320,PK117,2018/1/19 18:35,2018/1/20 7:45
DUV,TAY,2018/1/19,21:25:00,D,NV6472,2018/1/19,18:30:00,D,NV6525,South,W,T23,T,325,PK116,2018/1/19 18:30,2018/1/19 21:25
YOO,YOO,2018/1/19,19:35:00,D,NV3410,2018/1/19,18:30:00,D,NV3421,South,W,T23,T,319,PK115,2018/1/19 18:30,2018/1/19 19:35
ZJI,XVI,2018/1/19,19:30:00,D,NV3631,2018/1/19,17:55:00,D,NV3786,South,W,T23,T,73E,PK105,2018/1/19 17:55,2018/1/19 19:30
AVI,YJZ,2018/1/21,8:05:00,D,NV3263,2018/1/19,17:40:00,D,NV6301,South,W,T23,T,325,PK103,2018/1/19 17:40,2018/1/21 8:05
BPH,UHP,2018/1/20,13:50:00,D,GN0658,2018/1/19,17:35:00,D,GN0209,South,W,T23,T,73A,PK102,2018/1/19 17:35,2018/1/20 13:50
MIX,EZH,2018/1/19,20:05:00,D,GN0452,2018/1/19,17:20:00,D,GN0333,South,W,T23,T,738,PK099,2018/1/19 17:20,2018/1/19 20:05
***,MIX,2018/1/19,17:50:00,D,GN0332,2018/1/19,17:00:00,D,*****,South,W,T23,T,738,PK095,2018/1/19 17:00,2018/1/19 17:50
XOA,XOA,2018/1/19,17:55:00,D,GN0636,2018/1/19,16:50:00,D,GN0637,South,W,T23,T,738,PK092,2018/1/19 16:50,2018/1/19 17:55
CIZ,EZH,2018/1/19,20:00:00,D,NV6486,2018/1/19,16:20:00,D,NV6377,South,W,T23,T,319,PK085,2018/1/19 16:20,2018/1/19 20:00
YJZ,YJZ,2018/1/19,18:05:00,D,NV3277,2018/1/19,16:15:00,D,NV3260,South,W,T23,T,320,PK083,2018/1/19 16:15,2018/1/19 18:05
TIF,IJB,2018/1/19,17:40:00,D,NV6710,2018/1/19,16:05:00,D,NV6715,South,W,T23,T,320,PK082,2018/1/19 16:05,2018/1/19 17:40
DLH,IEH,2018/1/19,16:50:00,D,NV6768,2018/1/19,15:35:00,D,NV6537,South,W,T23,T,320,PK074,2018/1/19 15:35,2018/1/19 16:50
OOH,YNO,2018/1/20,17:05:00,D,GN0644,2018/1/19,15:35:00,D,GN0497,South,W,T23,T,73L,PK072,2018/1/19 15:35,2018/1/20 17:05
TAY,LXM,2018/1/19,16:45:00,D,NV0746,2018/1/19,15:25:00,D,NV6453,South,W,T23,T,323,PK070,2018/1/19 15:25,2018/1/19 16:45
EMD,***,2018/1/19,16:10:00,D,*****,2018/1/19,15:20:00,D,GN0203,South,W,T23,T,738,PK068,2018/1/19 15:20,2018/1/19 16:10
DBO,IBL,2018/1/19,16:20:00,D,GN0642,2018/1/19,15:10:00,D,GN0423,South,W,T23,T,323,PK066,2018/1/19 15:10,2018/1/19 16:20
***,MIX,2018/1/19,15:50:00,D,NV3465,2018/1/19,15:00:00,D,*****,South,W,T23,T,325,PK065,2018/1/19 15:00,2018/1/19 15:50
NJH,ZDV,2018/1/20,16:20:00,D,GN0256,2018/1/19,14:55:00,D,GN0523,South,W,T23,T,73E,PK062,2018/1/19 14:55,2018/1/20 16:20
TIF,DHR,2018/1/19,16:05:00,D,GN0280,2018/1/19,14:55:00,D,GN0479,South,W,T23,T,73E,PK061,2018/1/19 14:55,2018/1/19 16:05
ISC,IBL,2018/1/19,15:55:00,D,GN0362,2018/1/19,14:55:00,D,GN0283,South,W,T23,T,73E,PK060,2018/1/19 14:55,2018/1/19 15:55
EBY,YJZ,2018/1/19,17:20:00,D,NV3273,2018/1/19,14:50:00,D,NV6553,South,W,T23,T,319,PK058,2018/1/19 14:50,2018/1/19 17:20
XYO,CBW,2018/1/19,15:45:00,D,GN0246,2018/1/19,14:40:00,D,GN0573,South,W,T23,T,73A,PK053,2018/1/19 14:40,2018/1/19 15:45
ZJI,DBO,2018/1/19,16:10:00,D,GN0638,2018/1/19,14:40:00,D,GN0477,South,W,T23,T,73H,PK052,2018/1/19 14:40,2018/1/19 16:10
EBU,INJ,2018/1/19,15:35:00,D,NV6716,2018/1/19,14:35:00,D,NV6359,South,W,T23,T,320,PK051,2018/1/19 14:35,2018/1/19 15:35
XVI,MAI,2018/1/19,15:25:00,D,NV6318,2018/1/19,14:20:00,D,NV3654,South,W,T23,T,73E,PK047,2018/1/19 14:20,2018/1/19 15:25
IGF,IGF,2018/1/19,15:20:00,D,NV6574,2018/1/19,14:10:00,D,NV6575,South,W,T23,T,320,PK046,2018/1/19 14:10,2018/1/19 15:20
ZLI,ZOK,2018/1/19,14:55:00,D,NV6762,2018/1/19,13:55:00,D,NV6727,South,W,T23,T,320,PK045,2018/1/19 13:55,2018/1/19 14:55
IJB,TIF,2018/1/19,14:50:00,D,NV6718,2018/1/19,13:40:00,D,NV6719,South,W,T23,T,320,PK041,2018/1/19 13:40,2018/1/19 14:50
YJZ,YJZ,2018/1/19,14:15:00,D,NV3269,2018/1/19,13:15:00,D,NV3266,South,W,T23,T,325,PK037,2018/1/19 13:15,2018/1/19 14:15
ARA,LXF,2018/1/19,16:30:00,D,NV6556,2018/1/19,13:05:00,D,NV3287,South,W,T23,T,73E,PK034,2018/1/19 13:05,2018/1/19 16:30
KOA,YNO,2018/1/19,14:20:00,D,GN0250,2018/1/19,13:00:00,D,GN0201,South,W,T23,T,73H,PK033,2018/1/19 13:00,2018/1/19 14:20
LXM,AVI,2018/1/19,15:50:00,D,GN0326,2018/1/19,12:40:00,D,GN0491,South,W,T23,T,738,PK031,2018/1/19 12:40,2018/1/19 15:50
CQF,TIF,2018/1/19,13:35:00,D,GN0204,2018/1/19,12:25:00,D,GN0253,South,W,T23,T,73A,PK029,2018/1/19 12:25,2018/1/19 13:35
IEH,MZJ,2018/1/19,13:25:00,D,NV6510,2018/1/19,12:20:00,D,NV6749,South,W,T23,T,320,PK027,2018/1/19 12:20,2018/1/19 13:25
DLH,TZY,2018/1/19,13:05:00,D,NV6488,2018/1/19,11:20:00,D,NV6535,South,W,T23,T,320,PK024,2018/1/19 11:20,2018/1/19 13:05
DHR,LXM,2018/1/19,12:00:00,D,GN0492,2018/1/19,10:40:00,D,GN0271,South,W,T23,T,73H,PK017,2018/1/19 10:40,2018/1/19 12:00
TIF,AIB,2018/1/19,12:25:00,D,NV6713,2018/1/19,10:35:00,D,NV6713,South,W,T23,T,320,PK016,2018/1/19 10:35,2018/1/19 12:25
DHP,XVU,2018/1/19,13:05:00,D,GN0656,2018/1/19,10:30:00,D,GN0457,South,W,T23,T,738,PK014,2018/1/19 10:30,2018/1/19 13:05
OOH,BPH,2018/1/19,11:30:00,D,GN0208,2018/1/19,10:20:00,D,GN0495,South,W,T23,T,73A,PK009,2018/1/19 10:20,2018/1/19 11:30
TXB,SJA,2018/1/19,12:00:00,D,GN0236,2018/1/19,10:10:00,D,GN0411,South,W,T23,T,73H,PK005,2018/1/19 10:10,2018/1/19 12:00
DUV,DUV,2018/1/19,12:30:00,D,NV305,2018/1/19,10:05:00,D,NV6513,South,W,T23,T,320,PK004,2018/1/19 10:05,2018/1/19 12:30
AIB,AIB,2018/1/19,11:20:00,D,GN0460,2018/1/19,10:05:00,D,GN0471,South,W,T23,T,73A,PK003,2018/1/19 10:05,2018/1/19 11:20
IBL,JDO,2018/1/21,12:15:00,I,NV6144,2018/1/21,9:55:00,D,NV6313,South,W,T23,T,325,PK753,2018/1/21 9:55,2018/1/21 12:15
XVI,GVL,2018/1/21,10:35:00,I,NV628,2018/1/21,9:15:00,D,NV628,South,W,T23,T,73H,PK740,2018/1/21 9:15,2018/1/21 10:35
XVI,LJY,2018/1/21,10:00:00,I,NV626,2018/1/21,8:55:00,D,NV3620,South,W,T23,T,73E,PK737,2018/1/21 8:55,2018/1/21 10:00
OLH,OHP,2018/1/21,9:30:00,I,NV630,2018/1/21,8:25:00,D,NV3992,South,W,T23,T,320,PK730,2018/1/21 8:25,2018/1/21 9:30
EMD,UBF,2018/1/21,8:10:00,I,NV6164,2018/1/21,0:15:00,D,NV6723,South,W,T23,T,323,PK700,2018/1/21 0:15,2018/1/21 8:10
LIO,THO,2018/1/21,22:00:00,I,NV392,2018/1/21,21:10:00,D,NV6643,South,W,T23,T,320,PK661,2018/1/21 21:10,2018/1/21 22:00
SJA,IOE,2018/1/21,21:15:00,I,GN946,2018/1/21,20:10:00,D,GN0237,South,W,T23,T,738,PK642,2018/1/21 20:10,2018/1/21 21:15
EMD,ILH,2018/1/21,21:10:00,I,NV836,2018/1/21,19:50:00,D,NV6753,South,W,T23,T,319,PK636,2018/1/21 19:50,2018/1/21 21:10
MZJ,DSL,2018/1/21,23:10:00,I,NV6156,2018/1/21,18:55:00,D,NV6663,South,W,T23,T,320,PK624,2018/1/21 18:55,2018/1/21 23:10
EMD,QOI,2018/1/21,20:00:00,I,NV860,2018/1/21,18:35:00,D,NV6739,South,W,T23,T,320,PK616,2018/1/21 18:35,2018/1/21 20:00
LXM,LVM,2018/1/21,19:30:00,I,GN972,2018/1/21,18:10:00,D,GN0461,South,W,T23,T,73H,PK609,2018/1/21 18:10,2018/1/21 19:30
MIX,LCW,2018/1/21,18:20:00,I,GN976,2018/1/21,17:20:00,D,GN0333,South,W,T23,T,738,PK599,2018/1/21 17:20,2018/1/21 18:20
EMD,GVL,2018/1/21,18:10:00,I,NV642,2018/1/21,17:05:00,D,NV6781,South,W,T23,T,320,PK596,2018/1/21 17:05,2018/1/21 18:10
DUV,IJK,2018/1/21,17:40:00,I,NV304,2018/1/21,16:35:00,D,NV304,South,W,T23,T,319,PK590,2018/1/21 16:35,2018/1/21 17:40
XVI,OHP,2018/1/21,18:00:00,I,NV3702,2018/1/21,16:30:00,D,NV3702,South,W,T23,T,73H,PK588,2018/1/21 16:30,2018/1/21 18:00
CIZ,LJY,2018/1/21,18:10:00,I,NV830,2018/1/21,16:20:00,D,NV6377,South,W,T23,T,325,PK585,2018/1/21 16:20,2018/1/21 18:10
ZOU,JDO,2018/1/21,17:30:00,I,NV6162,2018/1/21,15:55:00,D,NV6657,South,W,T23,T,325,PK581,2018/1/21 15:55,2018/1/21 17:30
YJZ,OHP,2018/1/21,17:15:00,I,NV302,2018/1/21,15:45:00,D,NV302,South,W,T23,T,320,PK577,2018/1/21 15:45,2018/1/21 17:15
DLH,IOE,2018/1/21,17:10:00,I,NV686,2018/1/21,15:35:00,D,NV6537,South,W,T23,T,325,PK573,2018/1/21 15:35,2018/1/21 17:10
QFL,OSU,2018/1/21,16:55:00,I,NV382,2018/1/21,15:20:00,D,NV382,South,W,T23,T,321,PK567,2018/1/21 15:20,2018/1/21 16:55
DHP,LJY,2018/1/21,14:55:00,I,GN932,2018/1/21,13:50:00,D,GN932,South,W,T23,T,738,PK543,2018/1/21 13:50,2018/1/21 14:55
EMD,GVL,2018/1/21,14:30:00,I,NV6198,2018/1/21,13:25:00,D,NV6735,South,W,T23,T,73E,PK540,2018/1/21 13:25,2018/1/21 14:30
LXM,CLL,2018/1/21,14:15:00,I,GN966,2018/1/21,13:00:00,D,GN0491,South,W,T23,T,738,PK534,2018/1/21 13:00,2018/1/21 14:15
KOA,QVT,2018/1/21,14:05:00,I,GN930,2018/1/21,13:00:00,D,GN0201,South,W,T23,T,73H,PK533,2018/1/21 13:00,2018/1/21 14:05
DLH,CLL,2018/1/21,13:55:00,I,NV652,2018/1/21,11:20:00,D,NV6535,South,W,T23,T,320,PK525,2018/1/21 11:20,2018/1/21 13:55
EMD,PLB,2018/1/21,13:10:00,I,NV398,2018/1/21,11:00:00,D,NV6785,South,W,T23,T,320,PK524,2018/1/21 11:00,2018/1/21 13:10
DUV,DKV,2018/1/21,12:20:00,I,NV6148,2018/1/21,11:00:00,D,NV6148,South,W,T23,T,320,PK522,2018/1/21 11:00,2018/1/21 12:20
LNH,LJY,2018/1/21,12:15:00,I,NV858,2018/1/21,10:30:00,D,NV858,South,W,T23,T,73H,PK516,2018/1/21 10:30,2018/1/21 12:15
MIX,OHP,2018/1/21,11:35:00,I,NV820,2018/1/21,10:25:00,D,NV820,South,W,T23,T,320,PK514,2018/1/21 10:25,2018/1/21 11:35
ISC,ILH,2018/1/21,12:15:00,I,NV614,2018/1/21,10:25:00,D,NV6731,South,W,T23,T,325,PK513,2018/1/21 10:25,2018/1/21 12:15
YJZ,OSU,2018/1/21,11:45:00,I,NV632,2018/1/21,10:15:00,D,NV632,South,W,T23,T,325,PK509,2018/1/21 10:15,2018/1/21 11:45
XVI,GTA,2018/1/21,11:15:00,I,NV3120,2018/1/21,10:15:00,D,NV3120,South,W,T23,T,73H,PK508,2018/1/21 10:15,2018/1/21 11:15
TXB,LCW,2018/1/21,17:00:00,I,GN980,2018/1/21,10:10:00,D,GN0411,South,W,T23,T,73H,PK506,2018/1/21 10:10,2018/1/21 17:00
LXF,CLL,2018/1/20,14:15:00,I,GN966,2018/1/20,9:40:00,D,GN0571,South,W,T23,T,73H,PK492,2018/1/20 9:40,2018/1/20 14:15
XVI,GVL,2018/1/20,10:35:00,I,NV628,2018/1/20,9:15:00,D,NV628,South,W,T23,T,73H,PK485,2018/1/20 9:15,2018/1/20 10:35
XVI,LJY,2018/1/20,10:00:00,I,NV626,2018/1/20,8:55:00,D,NV3620,South,W,T23,T,73E,PK481,2018/1/20 8:55,2018/1/20 10:00
OLH,OHP,2018/1/20,9:30:00,I,NV630,2018/1/20,8:25:00,D,NV3992,South,W,T23,T,320,PK474,2018/1/20 8:25,2018/1/20 9:30
TAY,JDO,2018/1/21,10:20:00,I,NV6172,2018/1/20,23:25:00,D,NV6471,South,W,T23,T,323,PK436,2018/1/20 23:25,2018/1/21 10:20
YJZ,DKV,2018/1/21,10:15:00,I,NV6160,2018/1/20,23:20:00,D,NV3447,South,W,T23,T,323,PK434,2018/1/20 23:20,2018/1/21 10:15
MIX,ILH,2018/1/21,8:35:00,I,NV612,2018/1/20,23:10:00,D,NV3464,South,W,T23,T,320,PK432,2018/1/20 23:10,2018/1/21 8:35
LXM,LJY,2018/1/21,9:05:00,I,NV336,2018/1/20,22:45:00,D,NV0747,South,W,T23,T,323,PK426,2018/1/20 22:45,2018/1/21 9:05
YJZ,NGN,2018/1/21,12:40:00,I,NV3118,2018/1/20,22:05:00,D,NV3270,South,W,T23,T,321,PK420,2018/1/20 22:05,2018/1/21 12:40
DLH,LNR,2018/1/21,9:30:00,I,NV668,2018/1/20,21:15:00,D,NV6505,South,W,T23,T,319,PK405,2018/1/20 21:15,2018/1/21 9:30
LIO,THO,2018/1/20,22:00:00,I,NV392,2018/1/20,21:10:00,D,NV6643,South,W,T23,T,320,PK402,2018/1/20 21:10,2018/1/20 22:00
AZJ,QVT,2018/1/21,8:00:00,I,NV6154,2018/1/20,21:00:00,D,NV6495,South,W,T23,T,320,PK397,2018/1/20 21:00,2018/1/21 8:00
SJA,UTB,2018/1/21,9:10:00,I,GN912,2018/1/20,20:10:00,D,GN0237,South,W,T23,T,73H,PK384,2018/1/20 20:10,2018/1/21 9:10
EMD,ILH,2018/1/20,21:10:00,I,NV836,2018/1/20,19:50:00,D,NV6753,South,W,T23,T,319,PK378,2018/1/20 19:50,2018/1/20 21:10
MZJ,QOI,2018/1/20,20:00:00,I,NV860,2018/1/20,18:55:00,D,NV6663,South,W,T23,T,320,PK365,2018/1/20 18:55,2018/1/20 20:00
LXM,LVM,2018/1/20,19:30:00,I,GN972,2018/1/20,18:10:00,D,GN0461,South,W,T23,T,73H,PK350,2018/1/20 18:10,2018/1/20 19:30
TIF,LCW,2018/1/20,18:20:00,I,GN976,2018/1/20,17:20:00,D,GN0299,South,W,T23,T,738,PK341,2018/1/20 17:20,2018/1/20 18:20
INJ,GVL,2018/1/20,18:10:00,I,NV642,2018/1/20,16:55:00,D,NV6717,South,W,T23,T,320,PK337,2018/1/20 16:55,2018/1/20 18:10
DUV,IJK,2018/1/20,17:40:00,I,NV304,2018/1/20,16:35:00,D,NV304,South,W,T23,T,319,PK332,2018/1/20 16:35,2018/1/20 17:40
XVI,OHP,2018/1/20,18:00:00,I,NV3702,2018/1/20,16:30:00,D,NV3702,South,W,T23,T,73H,PK330,2018/1/20 16:30,2018/1/20 18:00
CIZ,ILH,2018/1/20,18:30:00,I,NV834,2018/1/20,16:20:00,D,NV6377,South,W,T23,T,325,PK327,2018/1/20 16:20,2018/1/20 18:30
YJZ,OHP,2018/1/20,17:15:00,I,NV302,2018/1/20,15:45:00,D,NV302,South,W,T23,T,320,PK319,2018/1/20 15:45,2018/1/20 17:15
QFL,OSU,2018/1/20,16:55:00,I,NV382,2018/1/20,15:20:00,D,NV382,South,W,T23,T,321,PK313,2018/1/20 15:20,2018/1/20 16:55
GPD,IOE,2018/1/20,17:10:00,I,NV686,2018/1/20,14:45:00,D,NV6711,South,W,T23,T,325,PK301,2018/1/20 14:45,2018/1/20 17:10
DHP,LJY,2018/1/20,14:55:00,I,GN932,2018/1/20,13:50:00,D,GN932,South,W,T23,T,738,PK289,2018/1/20 13:50,2018/1/20 14:55
EMD,GVL,2018/1/20,14:30:00,I,NV6198,2018/1/20,13:25:00,D,NV6735,South,W,T23,T,73E,PK286,2018/1/20 13:25,2018/1/20 14:30
KOA,QVT,2018/1/20,14:05:00,I,GN930,2018/1/20,13:00:00,D,GN0201,South,W,T23,T,73H,PK281,2018/1/20 13:00,2018/1/20 14:05
EMD,PLB,2018/1/20,13:10:00,I,NV398,2018/1/20,11:00:00,D,NV6785,South,W,T23,T,320,PK271,2018/1/20 11:00,2018/1/20 13:10
LNH,LJY,2018/1/20,12:15:00,I,NV858,2018/1/20,10:30:00,D,NV858,South,W,T23,T,73H,PK265,2018/1/20 10:30,2018/1/20 12:15
MIX,OHP,2018/1/20,11:35:00,I,NV820,2018/1/20,10:25:00,D,NV820,South,W,T23,T,320,PK263,2018/1/20 10:25,2018/1/20 11:35
ISC,ILH,2018/1/20,11:25:00,I,NV618,2018/1/20,10:25:00,D,NV6731,South,W,T23,T,325,PK262,2018/1/20 10:25,2018/1/20 11:25
YJZ,OSU,2018/1/20,11:45:00,I,NV632,2018/1/20,10:15:00,D,NV632,South,W,T23,T,325,PK258,2018/1/20 10:15,2018/1/20 11:45
XVI,GTA,2018/1/20,11:15:00,I,NV3120,2018/1/20,10:15:00,D,NV3120,South,W,T23,T,73H,PK257,2018/1/20 10:15,2018/1/20 11:15
TXB,CLL,2018/1/20,12:00:00,I,GN944,2018/1/20,10:10:00,D,GN0411,South,W,T23,T,73H,PK255,2018/1/20 10:10,2018/1/20 12:00
QFL,NGN,2018/1/20,12:40:00,I,NV3118,2018/1/20,10:00:00,D,NV6294,South,W,T23,T,321,PK253,2018/1/20 10:00,2018/1/20 12:40
DBO,CLL,2018/1/19,14:15:00,I,GN966,2018/1/19,9:50:00,D,GN0413,South,W,T23,T,738,PK250,2018/1/19 9:50,2018/1/19 14:15
IBL,DKV,2018/1/19,10:15:00,I,NV6160,2018/1/19,9:15:00,D,NV6313,South,W,T23,T,325,PK238,2018/1/19 9:15,2018/1/19 10:15
XVI,GVL,2018/1/19,10:35:00,I,NV628,2018/1/19,9:15:00,D,NV628,South,W,T23,T,73H,PK237,2018/1/19 9:15,2018/1/19 10:35
XVI,LJY,2018/1/19,10:00:00,I,NV626,2018/1/19,8:55:00,D,NV3620,South,W,T23,T,73E,PK235,2018/1/19 8:55,2018/1/19 10:00
OLH,OHP,2018/1/19,9:30:00,I,NV630,2018/1/19,8:25:00,D,NV3992,South,W,T23,T,320,PK227,2018/1/19 8:25,2018/1/19 9:30
MIX,DKV,2018/1/20,10:15:00,I,NV6160,2018/1/19,23:10:00,D,NV3464,South,W,T23,T,325,PK190,2018/1/19 23:10,2018/1/20 10:15
KOH,UPZ,2018/1/20,9:25:00,I,GN936,2018/1/19,23:10:00,D,GN0285,South,W,T23,T,73A,PK189,2018/1/19 23:10,2018/1/20 9:25
ZCQ,LPK,2018/1/20,9:50:00,I,NV872,2018/1/19,22:50:00,D,NV6379,South,W,T23,T,319,PK186,2018/1/19 22:50,2018/1/20 9:50
DBO,UTB,2018/1/20,9:10:00,I,GN912,2018/1/19,22:30:00,D,GN0639,South,W,T23,T,73H,PK183,2018/1/19 22:30,2018/1/20 9:10
IEH,ILH,2018/1/20,8:35:00,I,NV612,2018/1/19,22:05:00,D,NV6769,South,W,T23,T,320,PK177,2018/1/19 22:05,2018/1/20 8:35
GPD,LJY,2018/1/20,8:55:00,I,NV336,2018/1/19,21:20:00,D,NV6699,South,W,T23,T,320,PK165,2018/1/19 21:20,2018/1/20 8:55
LIO,THO,2018/1/19,22:00:00,I,NV392,2018/1/19,21:10:00,D,NV6643,South,W,T23,T,320,PK161,2018/1/19 21:10,2018/1/19 22:00
AZJ,QVT,2018/1/20,8:00:00,I,NV6154,2018/1/19,21:00:00,D,NV6495,South,W,T23,T,320,PK156,2018/1/19 21:00,2018/1/20 8:00
OBP,LJK,2018/1/20,9:30:00,I,NV306,2018/1/19,20:20:00,D,NV6549,South,W,T23,T,319,PK148,2018/1/19 20:20,2018/1/20 9:30
SJA,UTB,2018/1/20,10:40:00,I,GN920,2018/1/19,20:10:00,D,GN0237,South,W,T23,T,73H,PK142,2018/1/19 20:10,2018/1/20 10:40
XVI,ILH,2018/1/19,21:10:00,I,NV836,2018/1/19,19:40:00,D,NV3622,South,W,T23,T,319,PK134,2018/1/19 19:40,2018/1/19 21:10
XOA,IOE,2018/1/19,21:00:00,I,GN946,2018/1/19,19:10:00,D,GN0641,South,W,T23,T,738,PK126,2018/1/19 19:10,2018/1/19 21:00
MZJ,DSL,2018/1/19,23:10:00,I,NV6156,2018/1/19,18:55:00,D,NV6663,South,W,T23,T,320,PK124,2018/1/19 18:55,2018/1/19 23:10
MMW,DOY,2018/1/20,10:10:00,I,NV316,2018/1/19,18:20:00,D,NV6253,South,W,T23,T,320,PK112,2018/1/19 18:20,2018/1/20 10:10
LXM,LVM,2018/1/19,19:30:00,I,GN972,2018/1/19,18:10:00,D,GN0461,South,W,T23,T,73H,PK110,2018/1/19 18:10,2018/1/19 19:30
TIF,LCW,2018/1/19,18:20:00,I,GN976,2018/1/19,17:20:00,D,GN0299,South,W,T23,T,738,PK098,2018/1/19 17:20,2018/1/19 18:20
EMD,GVL,2018/1/19,18:10:00,I,NV642,2018/1/19,17:05:00,D,NV6781,South,W,T23,T,320,PK096,2018/1/19 17:05,2018/1/19 18:10
DUV,ILH,2018/1/19,18:30:00,I,NV834,2018/1/19,16:35:00,D,NV304,South,W,T23,T,325,PK090,2018/1/19 16:35,2018/1/19 18:30
XVI,OHP,2018/1/19,18:00:00,I,NV3702,2018/1/19,16:30:00,D,NV3702,South,W,T23,T,73H,PK088,2018/1/19 16:30,2018/1/19 18:00
ZOU,LJY,2018/1/19,18:10:00,I,NV830,2018/1/19,15:55:00,D,NV6657,South,W,T23,T,325,PK080,2018/1/19 15:55,2018/1/19 18:10
YJZ,OHP,2018/1/19,17:15:00,I,NV302,2018/1/19,15:45:00,D,NV302,South,W,T23,T,320,PK078,2018/1/19 15:45,2018/1/19 17:15
QFL,OSU,2018/1/19,16:55:00,I,NV382,2018/1/19,15:20:00,D,NV382,South,W,T23,T,321,PK069,2018/1/19 15:20,2018/1/19 16:55
GPD,IOE,2018/1/19,17:10:00,I,NV686,2018/1/19,14:45:00,D,NV6711,South,W,T23,T,325,PK055,2018/1/19 14:45,2018/1/19 17:10
DHP,LJY,2018/1/19,14:55:00,I,GN932,2018/1/19,13:50:00,D,GN932,South,W,T23,T,738,PK042,2018/1/19 13:50,2018/1/19 14:55
EMD,GVL,2018/1/19,14:30:00,I,NV6198,2018/1/19,13:25:00,D,NV6735,South,W,T23,T,73E,PK039,2018/1/19 13:25,2018/1/19 14:30
UWT,JDO,2018/1/19,14:45:00,I,GN938,2018/1/19,13:10:00,D,GN0235,South,W,T23,T,73H,PK036,2018/1/19 13:10,2018/1/19 14:45
EMD,ILH,2018/1/19,12:15:00,I,NV614,2018/1/19,11:00:00,D,NV6785,South,W,T23,T,320,PK023,2018/1/19 11:00,2018/1/19 12:15
DUV,DKV,2018/1/19,12:20:00,I,NV6148,2018/1/19,11:00:00,D,NV6148,South,W,T23,T,320,PK021,2018/1/19 11:00,2018/1/19 12:20
LNH,LJY,2018/1/19,12:15:00,I,NV858,2018/1/19,10:30:00,D,NV858,South,W,T23,T,73H,PK015,2018/1/19 10:30,2018/1/19 12:15
MIX,OHP,2018/1/19,11:35:00,I,NV820,2018/1/19,10:25:00,D,NV820,South,W,T23,T,320,PK013,2018/1/19 10:25,2018/1/19 11:35
ISC,UQF,2018/1/19,12:15:00,I,NV6118,2018/1/19,10:25:00,D,NV6731,South,W,T23,T,325,PK012,2018/1/19 10:25,2018/1/19 12:15
YJZ,OSU,2018/1/19,11:45:00,I,NV632,2018/1/19,10:15:00,D,NV632,South,W,T23,T,325,PK008,2018/1/19 10:15,2018/1/19 11:45
XVI,GTA,2018/1/19,11:15:00,I,NV3120,2018/1/19,10:15:00,D,NV3120,South,W,T23,T,73H,PK007,2018/1/19 10:15,2018/1/19 11:15
TAY,JDO,2018/1/19,12:15:00,I,NV6144,2018/1/19,10:10:00,D,NV6443,South,W,T23,T,325,PK006,2018/1/19 10:10,2018/1/19 12:15
QFL,NGN,2018/1/19,12:40:00,I,NV3118,2018/1/19,10:00:00,D,NV6294,South,W,T23,T,321,PK001,2018/1/19 10:00,2018/1/19 12:40
ILH,UTO,2018/1/21,12:50:00,D,NV3194,2018/1/21,9:50:00,I,NV837,South,W,T23,T,319,PK752,2018/1/21 9:50,2018/1/21 12:50
JDO,DUV,2018/1/21,11:00:00,D,NV6518,2018/1/21,9:45:00,I,NV6163,South,W,T23,T,325,PK749,2018/1/21 9:45,2018/1/21 11:00
DFC,EMD,2018/1/21,12:05:00,D,NV6770,2018/1/21,8:35:00,I,NV6135,South,W,T23,T,320,PK731,2018/1/21 8:35,2018/1/21 12:05
